"","sssdistrict","jssdistrict","ssslong","ssslat","jsslong","jsslat","distance"
"89.2","Sekyere West (Mampong)","Adaklu Anigbe (Kpetoe)",-1.18007683753967,7.19956493377686,0.488698303699493,6.38395690917969,127.839182371783
"89.3","Sekyere West (Mampong)","talensi-Nabdam (Tongo)",-1.18007683753967,7.19956493377686,-0.749606251716614,10.6783456802368,242.406748159385
"89.4","Sekyere West (Mampong)","Tain",-1.18007683753967,7.19956493377686,-2.28683090209961,7.94890546798706,91.8450492609323
"89.5","Sekyere West (Mampong)","Amansie Central (Jacobu)",-1.18007683753967,7.19956493377686,-1.73985767364502,6.24280118942261,76.5608317159269
"89.6","Sekyere West (Mampong)","Garu Tempane",-1.18007683753967,7.19956493377686,-0.171862438321114,10.8220167160034,259.766634775935
"89.7","Sekyere West (Mampong)","Pru",-1.18007683753967,7.19956493377686,-0.992189466953278,8.00764656066895,57.3590898404365
"89.8","Sekyere West (Mampong)","Bunkpurugu Yunyoo (Bunkpurugu)",-1.18007683753967,7.19956493377686,-0.0841669961810112,10.5221290588379,241.611415513845
"89.9","Sekyere West (Mampong)","Adansi North (Fomena)",-1.18007683753967,7.19956493377686,-1.56873786449432,6.07334852218628,82.3620438610219
"89.10","Sekyere West (Mampong)","Atiwa (Kwabeng)",-1.18007683753967,7.19956493377686,-0.675171911716461,6.32678174972534,69.6402355393159
"89.11","Sekyere West (Mampong)","Atwima Mponua (Nyinahin)",-1.18007683753967,7.19956493377686,-2.17718052864075,6.54950714111328,81.9581075085174
"89.12","Sekyere West (Mampong)","Adansi East (New Edubiase)",-1.18007683753967,7.19956493377686,-1.39652860164642,6.10548162460327,77.1303388828084
"89.13","Sekyere West (Mampong)","Adansi West (Obuasi)",-1.18007683753967,7.19956493377686,-1.65927422046661,5.98641157150269,90.1593777089671
"89.14","Sekyere West (Mampong)","Afigya Sekyere (Agona)",-1.18007683753967,7.19956493377686,-1.54861426353455,7.00199604034424,28.7571921371941
"89.15","Sekyere West (Mampong)","Ahafo Ano North (Tepa)",-1.18007683753967,7.19956493377686,-2.20757961273193,6.90082979202271,73.5232165429806
"89.16","Sekyere West (Mampong)","Ahafo Ano South (Mankranso)",-1.18007683753967,7.19956493377686,-1.9891722202301,6.92877149581909,58.6307269303949
"89.17","Sekyere West (Mampong)","Amansie East (Bekwai)",-1.18007683753967,7.19956493377686,-1.37072885036469,6.38336086273193,57.9596988136869
